id,name,now_cost,position,team,selected_by_percent,goals_scored,yellow_cards,saves_per_90,direct_freekicks_order,transfers_in,penalties_missed,chance_of_playing_next_round,cost_change_start_fall,cost_change_event_fall,points_per_game_rank_type,penalties_saved,influence,threat,expected_goal_involvements,starts_per_90,selected_rank,ep_next,dreamteam_count,creativity,can_select,cost_change_start,value_form,now_cost_rank,form_rank_type,expected_assists,cost_change_event,in_dreamteam,expected_goals_per_90,creativity_rank,red_cards,points_per_game_rank,chance_of_playing_this_round,starts,clean_sheets,selected_rank_type,expected_goals_conceded,expected_assists_per_90,bonus,threat_rank_type,threat_rank,form,transfers_out,ict_index,creativity_rank_type,clean_sheets_per_90,total_points,expected_goal_involvements_per_90,transfers_out_event,ict_index_rank,now_cost_rank_type,expected_goals,ict_index_rank_type,form_rank,influence_rank,ep_this,own_goals,region,value_season,saves,team_join_date,transfers_in_event,status,minutes,bps,event_points,points_per_game,penalties_order,news_added,goals_conceded_per_90,influence_rank_type,expected_goals_conceded_per_90,news,corners_and_indirect_freekicks_order,goals_conceded,web_name,assists
43,Kaine Kesler-Hayden,4.0,DEF,Aston Villa,0.0,0,0,0.0,,0,0,0.0,0,0,190,0,0.0,0.0,0.0,0.0,659,0.0,0,0.0,False,0,0.0,642,168,0.0,0,False,0.0,512,0,538,0.0,0,0,226,0.0,0.0,0,175,477,0.0,1607,0.0,188,0.0,0,0.0,7,532,182,0.0,191,454,533,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-09T11:14:21.895838Z,0.0,191,0.0,Has joined Preston North End for the rest of the season,,0,Kesler-Hayden,0
44,Ezri Konsa Ngoyo,4.4,DEF,Aston Villa,6.9,1,0,0.0,,959478,0,100.0,1,0,72,0,280.4,79.0,0.98,1.05,58,1.4,2,78.7,True,-1,0.3,486,72,0.39,0,False,0.03,244,0,235,100.0,18,1,20,21.37,0.02,3,55,215,1.4,1488603,43.8,64,0.06,38,0.05,22275,200,89,0.59,61,217,130,1.4,0,241.0,8.6,0,2019-07-11,6201,a,1541,183,2,2.1,,2024-11-21T08:30:08.587167Z,1.69,48,1.25,,,29,Konsa,0
45,Ian Maatsen,4.5,DEF,Aston Villa,1.3,0,1,0.0,,75679,0,100.0,5,1,127,0,85.4,58.0,1.37,0.59,191,1.2,0,141.6,True,-5,0.3,384,78,1.29,-1,False,0.02,160,0,388,100.0,2,0,75,4.55,0.38,0,73,247,1.2,316603,28.6,33,0.0,17,0.4,1930,270,70,0.08,84,235,325,1.2,0,152.0,3.8,0,2024-06-28,1630,a,303,60,4,1.1,,2024-11-14T10:00:07.838636Z,1.78,115,1.35,,,6,Maatsen,1
46,Filip Marschall,4.0,GKP,Aston Villa,0.0,0,0,0.0,,0,0,0.0,0,0,59,0,0.0,0.0,0.0,0.0,711,0.0,0,0.0,False,0,0.0,638,53,0.0,0,False,0.0,508,0,534,0.0,0,0,73,0.0,0.0,0,27,473,0.0,77,0.0,40,0.0,0,0.0,2,528,57,0.0,59,450,529,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-18T09:50:40.812599Z,0.0,59,0.0,Has joined MK Dons for the rest of the season,,0,Marschall,0
47,Emiliano Martínez Romero,5.0,GKP,Aston Villa,11.6,0,2,2.62,,1093690,0,75.0,0,0,27,1,438.6,0.0,0.01,1.03,30,1.5,1,0.0,True,0,0.4,190,17,0.01,0,False,0.0,689,0,169,100.0,20,2,7,23.99,0.0,2,68,684,2.0,1296543,43.9,72,0.1,53,0.0,39872,198,7,0.0,11,172,33,2.0,0,10.0,10.6,51,2020-09-16,19574,d,1755,210,2,2.6,,2025-01-11T01:30:08.408211Z,1.59,10,1.23,Knock - 75% chance of playing,,31,Martinez,0
48,John McGinn,5.2,MID,Aston Villa,0.8,0,3,0.0,,93807,0,25.0,3,0,93,0,135.6,151.0,3.82,1.15,228,0.8,0,330.2,True,-3,0.6,157,45,1.95,0,False,0.13,53,0,216,100.0,16,3,70,17.64,0.14,1,85,127,3.0,240025,61.6,41,0.22,42,0.27,9860,125,94,1.87,76,103,260,3.0,0,243.0,8.1,0,2018-08-08,276,d,1253,186,1,2.3,,2025-01-04T19:30:07.992156Z,1.58,113,1.27,Hamstring injury - 25% chance of playing,,22,McGinn,3
49,Tyrone Mings,4.4,DEF,Aston Villa,0.1,0,1,0.0,,13532,0,100.0,1,0,102,0,50.2,16.0,0.27,0.72,437,0.6,0,14.9,True,-1,0.1,480,96,0.06,0,False,0.08,377,0,304,100.0,2,0,157,2.26,0.02,0,119,344,0.6,13395,8.1,129,0.0,5,0.1,510,383,84,0.21,127,306,368,0.6,0,241.0,1.1,0,2019-07-08,691,a,250,30,2,1.7,,2024-08-05T15:00:04.309727Z,1.08,127,0.81,,,3,Mings,0
50,Kosta Nedeljković,3.9,DEF,Aston Villa,0.8,0,0,0.0,,251441,0,,1,0,132,0,22.2,0.0,0.02,0.0,223,0.2,0,6.7,True,-1,0.1,717,119,0.02,0,False,0.0,410,0,398,,0,0,86,2.11,0.02,0,159,442,0.2,220825,2.9,140,0.0,4,0.02,2817,435,243,0.0,149,359,409,0.2,0,190.0,1.0,0,2024-01-22,1388,a,114,12,0,1.0,,,2.37,145,1.67,,,3,Nedeljkovic,0
51,Robin Olsen,4.5,GKP,Aston Villa,0.1,0,0,4.0,,9199,0,100.0,0,0,39,0,17.6,0.0,0.0,0.0,422,0.0,0,0.0,True,0,0.0,362,70,0.0,0,False,0.0,595,0,427,100.0,0,0,61,0.79,0.0,0,58,577,0.0,12685,1.8,65,0.0,1,0.0,440,456,14,0.0,37,545,423,0.0,0,206.0,0.2,2,2022-06-10,445,a,45,3,0,1.0,,2024-10-18T16:30:05.894923Z,2.0,37,1.58,,,1,Olsen,0
52,Pau Torres,4.3,DEF,Aston Villa,1.0,0,1,0.0,,233001,0,0.0,2,0,96,0,261.2,94.0,0.85,1.05,205,0.0,0,55.5,True,-2,0.2,561,82,0.34,0,False,0.03,280,0,292,0.0,18,2,81,22.52,0.02,0,45,192,1.0,286082,41.2,77,0.12,32,0.05,14611,213,131,0.51,66,258,148,0.0,0,200.0,7.4,0,2023-07-12,48,i,1549,162,0,1.8,,2024-12-30T23:30:08.107053Z,1.68,54,1.31,Foot injury - Expected back 08 Mar,,29,Pau,0
53,Jacob Ramsey,5.4,MID,Aston Villa,0.2,0,1,0.0,,46931,0,100.0,1,0,109,0,104.2,119.0,2.15,0.88,337,0.6,0,137.8,True,-1,0.1,129,165,1.46,0,False,0.09,170,0,247,100.0,7,0,109,10.33,0.18,0,103,162,0.6,64409,36.4,115,0.0,25,0.27,864,234,76,0.69,119,322,299,0.6,0,241.0,4.6,0,2019-02-12,668,a,716,133,2,2.1,,2024-11-10T23:00:07.265497Z,2.01,136,1.3,,,16,Ramsey,2
54,Morgan Rogers,5.5,MID,Aston Villa,21.7,6,5,0.0,,4025056,0,100.0,-5,0,11,0,384.8,365.0,6.43,1.1,16,5.8,3,374.7,True,5,1.1,111,9,2.87,0,False,0.21,43,0,26,0.0,19,3,5,20.58,0.17,11,24,41,5.8,2572886,112.7,34,0.17,88,0.38,73553,29,68,3.56,22,20,55,0.0,0,241.0,16.0,0,2024-02-01,153719,a,1559,295,0,4.6,,2024-12-30T23:30:08.155716Z,1.33,15,1.19,,,23,Rogers,4
55,Viljami Sinisalo,4.0,GKP,Aston Villa,0.0,0,0,0.0,,0,0,0.0,0,0,56,0,0.0,0.0,0.0,0.0,714,0.0,0,0.0,False,0,0.0,629,49,0.0,0,False,0.0,499,0,527,0.0,0,0,74,0.0,0.0,0,22,464,0.0,73,0.0,35,0.0,0,0.0,0,521,52,0.0,56,442,522,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-18T09:43:21.242291Z,0.0,56,0.0,Permanent transfer to Celtic,,0,Sinisalo,0
56,Lino da Cruz Sousa,4.0,DEF,Aston Villa,0.1,0,0,0.0,,0,0,0.0,0,0,200,0,0.0,0.0,0.0,0.0,513,0.0,0,0.0,False,0,0.0,656,178,0.0,0,False,0.0,523,0,550,0.0,0,0,183,0.0,0.0,0,186,490,0.0,18470,0.0,197,0.0,0,0.0,76,543,194,0.0,200,466,544,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-16T11:50:34.812830Z,0.0,200,0.0,Loaned to  Bristol Rovers,,0,Sousa,0
57,Youri Tielemans,5.5,MID,Aston Villa,1.1,0,3,0.0,,248189,1,,0,0,77,0,371.0,103.0,5.39,1.07,203,2.0,0,611.5,True,0,0.4,104,85,3.86,0,False,0.08,5,0,178,,20,2,62,21.42,0.21,5,107,180,2.0,244602,108.5,5,0.11,52,0.29,6136,37,63,1.53,26,180,65,2.0,0,21.0,9.5,0,2023-06-14,1472,a,1681,350,2,2.6,2.0,,1.45,18,1.15,,1.0,27,Tielemans,4
58,Ollie Watkins,8.9,FWD,Aston Villa,16.9,8,0,0.0,,3106214,0,100.0,1,0,10,0,392.6,696.0,11.33,1.06,22,3.4,4,219.8,True,-1,0.4,9,13,1.3,0,False,0.66,103,0,23,100.0,16,4,5,17.94,0.09,14,3,5,3.4,4892503,129.2,9,0.26,94,0.75,105647,18,3,10.03,5,83,51,3.4,0,241.0,10.6,0,2020-09-09,22145,a,1360,315,2,4.7,1.0,2024-12-11T15:00:06.857766Z,1.72,7,1.19,,,26,Watkins,4
233,Amadou Onana,4.9,MID,Aston Villa,2.6,2,3,0.0,,1435564,0,100.0,1,0,71,0,205.0,177.0,2.01,1.19,119,1.2,0,75.8,True,-1,0.2,269,117,0.21,0,False,0.18,250,0,168,100.0,12,1,39,15.88,0.02,5,76,114,1.2,1425308,45.9,156,0.1,37,0.2,7962,191,177,1.8,100,245,194,1.2,0,21.0,7.6,0,2024-07-22,1558,a,907,170,0,2.6,,2024-11-21T08:30:08.977638Z,1.89,79,1.58,,,19,Onana,0
569,Jaden Philogene,5.3,MID,Aston Villa,0.0,0,2,0.0,,3761,0,50.0,2,0,230,0,17.4,45.0,0.63,0.55,535,0.0,0,18.7,True,-2,0.0,151,306,0.17,0,False,0.13,363,1,481,0.0,2,1,210,4.73,0.05,0,147,266,0.0,9356,7.4,199,0.28,9,0.18,307,389,89,0.46,190,690,424,0.0,0,241.0,1.7,0,2024-07-19,42,d,325,18,0,0.8,,2025-01-03T19:30:09.849805Z,1.38,196,1.31,Knock - 50% chance of playing,,5,Jaden,0
598,Lamare Bogarde,4.0,DEF,Aston Villa,0.3,0,1,0.0,,53365,0,,0,0,165,0,31.8,2.0,0.11,1.27,319,0.0,0,17.8,True,0,0.0,658,180,0.11,0,False,0.0,366,0,485,,3,0,119,2.13,0.05,0,144,410,0.0,45296,5.1,124,0.0,2,0.05,885,419,196,0.0,144,468,395,0.0,0,152.0,0.5,0,2021-01-07,354,a,213,6,0,0.7,,,2.11,141,0.9,,,5,Bogarde,0
640,Sil Swinkels,4.0,DEF,Aston Villa,0.1,0,0,0.0,,8014,0,,0,0,199,0,0.0,0.0,0.0,0.0,477,0.0,0,0.0,True,0,0.0,655,177,0.0,0,False,0.0,522,0,549,,0,0,172,0.0,0.0,0,185,489,0.0,6154,0.0,196,0.0,0,0.0,202,542,193,0.0,199,465,543,0.0,0,152.0,0.0,0,2021-01-07,105,a,0,0,0,0.0,,,0.0,199,0.0,,,0,Swinkels,0
641,Oliwier Zych,4.0,GKP,Aston Villa,0.6,0,0,0.0,,82000,0,,0,0,65,0,0.0,0.0,0.0,0.0,246,0.0,0,0.0,True,0,0.0,659,59,0.0,0,False,0.0,525,0,552,,0,0,39,0.0,0.0,0,33,492,0.0,40330,0.0,46,0.0,0,0.0,1601,545,63,0.0,65,469,546,0.0,0,172.0,0.0,0,2021-01-07,178,a,0,0,0,0.0,,,0.0,65,0.0,,,0,Zych,0
656,Kadan Young,4.5,MID,Aston Villa,0.2,0,0,0.0,,54399,0,,0,0,283,0,0.0,0.0,0.0,0.0,334,0.0,0,0.0,True,0,0.0,443,247,0.0,0,False,0.0,647,0,658,,0,0,107,0.0,0.0,0,276,632,0.0,39610,0.0,281,0.0,0,0.0,1350,652,277,0.0,280,603,653,0.0,0,241.0,0.0,0,2022-12-10,970,a,0,0,0,0.0,,,0.0,281,0.0,,,0,Young,0
679,Ben Broggio,4.5,MID,Aston Villa,0.0,0,0,0.0,,1286,0,,0,0,292,0,0.0,0.0,0.0,0.0,671,0.0,0,0.0,True,0,0.0,459,257,0.0,0,False,0.0,661,0,671,,0,0,294,0.0,0.0,0,285,646,0.0,839,0.0,290,0.0,0,0.0,88,666,288,0.0,289,617,667,0.0,0,241.0,0.0,0,2024-09-23,83,a,0,0,0,0.0,,,0.0,290,0.0,,,0,Broggio,0
710,Jamaldeen Jimoh,4.5,MID,Aston Villa,0.0,0,0,0.0,,44,0,,0,0,291,0,0.0,0.0,0.0,0.0,716,1.2,0,0.0,True,0,0.0,454,256,0.0,0,False,0.0,657,0,667,,0,0,321,0.0,0.0,0,284,642,0.0,6,0.0,289,0.0,0,0.0,6,662,286,0.0,288,613,663,1.2,0,241.0,0.0,0,2024-09-23,44,a,0,0,0,0.0,,,0.0,289,0.0,,,0,Jimoh,0
59,Max Aarons,4.3,DEF,Bournemouth,0.2,0,0,0.0,,12234,0,,2,0,46,0,13.2,0.0,0.01,1.07,375,0.9,0,3.2,True,-2,0.3,558,70,0.01,0,False,0.0,424,0,157,,1,1,132,0.28,0.01,0,220,541,1.4,22945,1.7,149,1.07,8,0.01,529,458,128,0.0,158,215,438,1.4,0,241.0,1.9,0,2023-08-10,475,a,84,31,0,2.7,,,0.0,158,0.3,,,0,Aarons,0
60,Tyler Adams,4.9,MID,Bournemouth,0.0,0,3,0.0,,4328,0,100.0,1,0,163,0,118.0,39.0,0.91,0.9,585,0.5,0,57.7,True,-1,0.2,249,132,0.12,0,False,0.14,275,0,351,100.0,5,2,241,7.2,0.02,0,153,276,1.0,3540,21.6,171,0.36,14,0.16,203,308,160,0.79,154,270,280,1.0,0,229.0,2.9,0,2023-08-20,219,a,501,81,0,1.4,,2024-12-30T23:30:08.175231Z,1.62,124,1.29,,,9,Adams,0
61,Jaidon Anthony,4.5,MID,Bournemouth,0.1,0,0,0.0,,8381,0,0.0,0,0,253,0,0.0,0.0,0.0,0.0,438,0.0,0,0.0,False,0,0.0,385,213,0.0,0,False,0.0,607,0,619,0.0,0,0,159,0.0,0.0,0,245,589,0.0,45340,0.0,251,0.0,0,0.0,167,612,236,0.0,249,558,613,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-30T09:46:29.420148Z,0.0,250,0.0,Season long loan to Burnley,,0,Anthony,0
62,David Brooks,4.9,MID,Bournemouth,0.0,2,2,0.0,,4395,0,100.0,1,0,106,0,101.2,108.0,1.87,0.71,570,1.5,0,76.8,True,-1,0.4,239,78,0.75,0,False,0.4,248,0,243,100.0,2,0,230,4.18,0.27,1,106,174,2.0,3434,28.0,154,0.0,27,0.67,189,273,152,1.12,138,170,304,2.0,0,244.0,5.5,0,2018-07-01,627,a,254,97,5,2.1,,2024-08-12T14:30:04.440536Z,1.42,139,1.48,,,4,Brooks,1
63,Ryan Christie,4.9,MID,Bournemouth,0.2,1,6,0.0,,29990,0,100.0,1,0,79,0,296.6,152.0,2.8,1.09,363,2.9,0,374.0,True,-1,0.7,243,31,1.87,0,False,0.06,44,0,186,100.0,17,7,122,18.48,0.12,2,84,126,3.4,35461,82.5,35,0.45,47,0.18,1212,77,154,0.93,48,70,118,3.4,0,243.0,9.6,0,2021-08-31,1636,a,1401,261,3,2.5,,2024-11-09T20:00:07.258668Z,1.09,42,1.19,,4.0,17,Christie,1
64,Lewis Cook,5.0,MID,Bournemouth,0.2,1,4,0.0,2.0,52723,0,100.0,0,0,67,0,369.2,74.0,3.18,0.97,376,1.7,0,500.6,True,0,0.4,193,69,2.58,0,False,0.03,19,0,160,100.0,17,3,131,22.4,0.15,2,130,225,2.2,48710,94.3,16,0.17,51,0.18,860,57,119,0.6,37,152,69,2.2,0,241.0,10.2,0,2016-07-08,497,a,1581,305,3,2.7,,2024-11-30T22:00:07.304760Z,1.2,20,1.28,,1.0,21,Cook,3
65,Enes Ünal,5.4,FWD,Bournemouth,0.2,2,2,0.0,4.0,46438,0,0.0,1,0,34,0,104.0,207.0,2.99,0.55,357,0.0,0,56.1,True,-1,0.4,123,22,0.26,0,False,0.74,278,0,284,100.0,2,2,58,6.38,0.07,4,28,87,2.4,32523,35.9,31,0.55,32,0.81,5022,236,36,2.73,31,139,300,2.4,0,219.0,5.9,0,2024-07-01,1623,i,330,97,1,1.9,,2025-01-09T16:30:08.243030Z,0.82,27,1.74,Knee injury - Unknown return date,,3,Enes Ünal,1
66,Romain Faivre,5.0,MID,Bournemouth,0.0,0,0,0.0,,23,0,0.0,0,0,311,0,0.0,0.0,0.0,0.0,675,0.0,0,0.0,False,0,0.0,214,299,0.0,0,False,0.0,694,0,698,0.0,0,0,297,0.0,0.0,0,308,689,0.0,1438,0.0,310,0.0,0,0.0,4,697,135,0.0,311,676,697,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-20T12:15:06.505689Z,0.0,311,0.0,Loaned to Brest,,0,Faivre,0
67,Hamed Traorè,4.5,MID,Bournemouth,0.0,0,0,0.0,,3525,0,0.0,0,0,252,0,0.0,0.0,0.0,0.0,525,0.0,0,0.0,False,0,0.0,381,212,0.0,0,False,0.0,606,0,618,0.0,0,0,203,0.0,0.0,0,244,588,0.0,18945,0.0,250,0.0,0,0.0,61,611,235,0.0,248,557,612,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-29T11:07:43.785266Z,0.0,249,0.0,Season long loan to A.J.Auxerre,,0,H.Traorè,0
68,James Hill,3.9,DEF,Bournemouth,0.8,0,0,0.0,,82246,0,,1,0,33,0,36.8,1.0,0.2,1.16,230,1.7,0,23.4,True,-1,0.6,707,45,0.19,0,False,0.01,346,0,122,,2,1,88,2.19,0.11,0,151,422,2.2,47014,6.2,113,0.58,12,0.12,4597,400,236,0.01,134,142,387,2.2,0,241.0,3.1,0,2022-01-05,23621,a,155,45,6,3.0,,,1.16,138,1.27,,,2,Hill,1
69,Daniel Jebbison,4.5,FWD,Bournemouth,0.8,0,0,0.0,,380085,0,0.0,0,0,43,0,3.2,2.0,0.0,0.0,222,0.0,0,10.6,False,0,0.0,434,51,0.0,0,False,0.0,390,0,431,0.0,0,0,39,0.34,0.0,0,49,419,0.0,492284,1.6,43,0.0,2,0.0,2161,461,70,0.0,48,595,469,0.0,0,,0.4,0,,0,u,26,7,0,1.0,,2024-08-31T06:32:40.630710Z,0.0,48,1.18,Loaned to Watford,,0,Jebbison,0
70,Milos Kerkez,4.8,DEF,Bournemouth,7.5,1,2,0.0,,1022899,0,100.0,-3,-1,14,0,370.2,110.0,2.02,1.04,48,4.9,2,357.5,True,3,1.1,324,6,1.63,1,False,0.02,47,0,65,100.0,20,5,12,24.33,0.08,8,32,172,5.4,265700,83.8,9,0.26,75,0.1,27648,73,42,0.39,11,25,67,5.4,0,98.0,15.6,0,2023-07-20,104119,a,1727,305,12,3.8,,2024-11-21T08:30:08.632085Z,1.2,23,1.27,,,23,Kerkez,3
71,Justin Kluivert,5.5,MID,Bournemouth,3.4,6,5,0.0,,905612,0,100.0,0,0,20,0,328.6,446.0,7.75,1.21,98,2.7,2,292.0,True,0,0.6,109,42,1.21,0,False,0.49,67,0,49,100.0,16,9,33,15.12,0.09,5,14,27,3.2,589870,106.8,53,0.68,78,0.58,45870,41,67,6.54,28,90,94,3.2,0,152.0,14.2,0,2023-07-01,14477,a,1193,243,3,4.1,1.0,2024-12-27T00:30:09.136640Z,1.06,28,1.14,,,14,Kluivert,2
72,Chris Mepham,4.4,DEF,Bournemouth,0.0,0,0,0.0,,287,0,0.0,1,0,233,0,0.0,0.0,0.0,0.0,574,0.0,0,0.0,False,-1,0.0,494,221,0.0,0,False,0.0,574,0,591,0.0,0,0,202,0.0,0.0,0,227,553,0.0,6167,0.0,232,0.0,0,0.0,15,584,97,0.0,233,523,585,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-09-01T09:10:00.945219Z,0.0,233,0.0,On loan to Sunderland for the season,,0,Mepham,0
74,Dango Ouattara,5.0,MID,Bournemouth,0.2,3,0,0.0,,28708,0,100.0,0,0,38,0,318.4,345.0,6.44,0.82,367,3.5,1,238.4,True,0,0.8,226,24,1.99,0,False,0.46,89,0,88,100.0,8,4,125,12.74,0.2,4,28,46,4.0,14237,89.9,68,0.41,57,0.66,2596,63,144,4.45,40,53,103,4.0,0,35.0,11.4,0,2023-01-19,3381,a,875,223,3,3.4,,2024-11-01T16:30:07.369192Z,0.72,36,1.31,,,7,O.Dango,3
75,Alex Paulsen,4.0,GKP,Bournemouth,0.0,0,0,0.0,,0,0,0.0,0,0,64,0,0.0,0.0,0.0,0.0,601,0.0,0,0.0,False,0,0.0,647,58,0.0,0,False,0.0,516,0,542,0.0,0,0,70,0.0,0.0,0,32,481,0.0,2718,0.0,45,0.0,0,0.0,44,536,62,0.0,64,458,537,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-10T12:14:13.050842Z,0.0,64,0.0,Loaned to Auckland FC,,0,Paulsen,0
76,Philip Billing,4.8,MID,Bournemouth,0.0,0,1,0.0,3.0,5986,0,100.0,2,0,208,0,54.0,47.0,1.52,0.51,528,0.5,0,102.4,True,-2,0.2,293,130,0.97,0,False,0.28,208,0,444,100.0,1,0,206,3.35,0.5,0,144,262,1.0,9762,20.4,131,0.0,10,0.78,200,317,194,0.55,158,266,361,1.0,0,58.0,2.1,0,2019-07-29,174,a,176,52,1,1.0,,2024-08-29T09:30:04.570455Z,2.05,168,1.71,,,4,Philip,0
77,Alex Scott,4.7,MID,Bournemouth,0.0,0,0,0.0,,2387,0,0.0,3,0,162,0,71.0,21.0,0.29,0.7,572,0.0,0,65.5,True,-3,0.0,340,269,0.17,0,False,0.04,262,0,350,0.0,2,1,232,3.67,0.06,0,173,324,0.0,6062,15.8,163,0.35,11,0.1,41,342,219,0.12,167,634,348,0.0,0,241.0,2.3,0,2023-08-10,15,i,258,54,0,1.4,,2024-10-25T09:00:05.962917Z,1.05,163,1.28,Knee injury - Unknown return date,,3,Scott,0
78,Antoine Semenyo,5.6,MID,Bournemouth,6.6,5,5,0.0,,2399803,0,100.0,-1,0,23,0,371.0,696.0,8.56,1.03,60,3.9,1,335.6,True,1,0.8,99,22,2.64,0,False,0.32,52,0,58,100.0,19,6,16,22.17,0.14,4,2,4,4.4,1877889,139.6,40,0.33,74,0.46,67033,13,61,5.92,10,48,66,4.4,0,81.0,13.2,0,2023-01-27,18697,a,1656,279,3,3.9,,2024-11-13T14:00:07.717891Z,1.09,19,1.2,,,20,Semenyo,2
79,Marcos Senesi,4.7,DEF,Bournemouth,0.3,0,4,0.0,,66383,0,0.0,3,0,92,0,221.0,29.0,1.25,1.08,306,0.0,1,78.7,True,-3,0.0,332,236,0.44,0,False,0.08,245,0,276,0.0,11,1,116,12.04,0.04,3,98,302,0.0,140686,33.1,65,0.1,21,0.12,1213,242,45,0.81,75,631,182,0.0,0,10.0,4.5,0,2022-08-08,39,i,917,82,0,1.9,,2024-12-06T10:30:07.568268Z,1.47,71,1.18,Thigh injury - Expected back 01 Apr,,15,Senesi,0
80,Luis Sinisterra,4.8,MID,Bournemouth,0.1,1,0,0.0,,68232,0,0.0,2,0,84,0,98.4,177.0,2.0,0.44,429,0.0,1,96.3,True,-2,0.0,305,273,0.91,0,False,0.48,213,0,201,0.0,1,0,154,3.48,0.4,2,75,113,0.0,81144,37.2,134,0.0,19,0.88,260,228,201,1.09,115,640,308,0.0,0,48.0,4.0,0,2024-06-14,15,i,203,75,0,2.4,,2024-10-25T09:00:05.974870Z,1.33,140,1.54,Hamstring injury - Unknown return date,,3,Sinisterra,1
81,Adam Smith,4.4,DEF,Bournemouth,0.2,0,4,0.0,,27474,0,0.0,1,1,82,0,116.2,8.0,0.7,1.05,392,0.0,0,62.2,True,-1,0.3,473,76,0.1,-1,False,0.05,269,0,255,0.0,12,3,140,12.51,0.01,0,129,370,1.2,35703,18.6,72,0.26,34,0.06,1126,328,79,0.6,109,232,284,0.0,0,241.0,7.7,0,2014-01-28,29,i,1032,93,0,2.0,,2024-12-25T22:30:07.943044Z,1.13,106,1.09,Muscle injury - Unknown return date,,13,Smith,0
83,Marcus Tavernier,5.4,MID,Bournemouth,0.2,1,2,0.0,1.0,90161,0,0.0,1,0,51,0,263.2,275.0,6.22,1.03,371,0.0,0,433.6,True,-1,0.0,127,308,2.13,0,False,0.32,29,0,111,0.0,13,3,129,14.02,0.17,2,35,58,0.0,99893,97.1,25,0.24,48,0.49,784,51,75,4.09,32,692,146,0.0,0,241.0,8.9,0,2022-08-01,31,i,1138,187,0,3.2,,2024-12-12T12:00:08.312511Z,1.27,56,1.11,Hamstring injury - Unknown return date,2.0,16,Tavernier,4
84,Mark Travers,4.4,GKP,Bournemouth,0.2,0,0,3.0,,15546,0,,1,0,8,0,98.8,0.0,0.01,1.0,387,0.7,0,0.0,True,-1,0.3,497,22,0.01,0,False,0.0,576,0,53,,4,1,57,4.86,0.0,1,54,555,1.2,19267,9.8,62,0.25,16,0.0,585,372,22,0.0,28,233,306,1.2,0,104.0,3.6,12,2018-07-01,2130,a,360,59,6,4.0,,,0.75,28,1.22,,,3,Travers,0
85,Illia Zabarnyi,4.4,DEF,Bournemouth,0.6,0,2,0.0,,78776,0,,1,0,44,0,368.0,34.0,1.01,1.0,248,3.9,0,120.4,True,-1,1.0,511,13,0.34,0,False,0.03,186,0,147,,20,5,92,24.65,0.02,3,91,286,4.4,61922,52.5,45,0.25,55,0.05,3082,159,106,0.67,42,47,70,4.4,0,225.0,12.5,0,2023-01-31,5090,a,1800,253,7,2.8,,,1.15,25,1.23,,,23,Zabarnyi,0
152,Kepa Arrizabalaga,4.5,GKP,Bournemouth,2.1,0,2,3.57,,365554,0,0.0,0,0,11,0,373.2,0.0,0.0,1.0,134,0.0,0,10.1,True,0,0.9,361,5,0.0,0,False,0.0,396,0,68,100.0,14,4,18,16.88,0.0,4,57,576,4.2,195574,38.2,5,0.29,52,0.0,53432,226,13,0.0,15,52,63,4.2,0,200.0,11.6,50,2024-08-29,3033,n,1260,199,0,3.7,,2025-01-04T19:30:08.158014Z,1.29,15,1.21,Ineligible to face his parent club on 14/1. - Expected back 18 Jan,,18,Arrizabalaga,0
580,Dean Huijsen,4.4,DEF,Bournemouth,3.8,2,3,0.0,,472575,0,,1,0,8,0,317.0,109.0,1.97,0.92,91,6.1,2,118.1,True,-1,1.5,521,3,0.69,0,False,0.13,189,0,46,,9,4,33,13.24,0.07,11,33,173,6.6,74672,54.4,46,0.41,57,0.2,17627,153,107,1.28,39,10,106,6.6,0,200.0,13.0,0,2024-07-30,47391,a,880,215,8,4.1,,,0.82,39,1.35,,,8,Huijsen,0
592,Julián Araujo Zúñiga,4.3,DEF,Bournemouth,0.1,0,1,0.0,,10861,0,0.0,2,0,148,0,40.0,2.0,0.04,1.28,418,0.0,0,7.9,True,-2,0.0,562,215,0.04,0,False,0.0,408,0,418,0.0,5,0,149,6.95,0.01,0,149,415,0.0,23451,5.1,138,0.0,8,0.01,203,420,132,0.0,145,512,382,0.0,0,139.0,1.9,0,2024-08-13,7,i,352,11,0,1.0,,2024-11-21T11:30:08.788295Z,1.79,135,1.78,Hamstring injury - Unknown return date,,7,J.Araujo,0
